"Feature_ID","BIOCHEMICAL","name","Metabolite","H_SUPER_PATHWAY","H_SUB_PATHWAY","H_COMP_IDstr","KEGG","H_HMDB","H_MetabolonID"
"Metab638","N-behenoyl-sphingadienine (d18:2/22:0)*","N-behenoyl-sphingadienine (d18:2/22:0)*","N-behenoyl-sphingadienine (d18:2/22:0)","Lipid","Ceramides (Cer)",57372,NA,NA,"M57372"
"Metab639","N-nervonoyl-sphingadiene (d18:2/24:1)*","N-nervonoyl-sphingadiene (d18:2/24:1)*","N-nervonoyl-sphingadiene (d18:2/24:1)","Lipid","Ceramides (Cer)",57442,NA,NA,"M57442"
"Metab640","N-palmitoyl-heptadecasphingosine (d17:1/16:0)*","N-palmitoyl-heptadecasphingosine (d17:1/16:0)*","N-palmitoyl-heptadecasphingosine (d17:1/16:0)","Lipid","Ceramides (Cer)",57430,NA,NA,"M57430"
"Metab641","ceramide (d18:1/14:0, d16:1/16:0)*","ceramide (d18:1/14:0, d16:1/16:0)*","ceramide (d18:1/14:0, d16:1/16:0)","Lipid","Ceramides (Cer)",57432,NA,NA,"M57432"
"Metab642","ceramide (d18:1/17:0, d17:1/18:0)*","ceramide (d18:1/17:0, d17:1/18:0)*","ceramide (d18:1/17:0, d17:1/18:0)","Lipid","Ceramides (Cer)",57434,NA,NA,"M57434"
"Metab643","ceramide (d16:1/24:1, d18:1/22:1)*","ceramide (d16:1/24:1, d18:1/22:1)*","ceramide (d16:1/24:1, d18:1/22:1)","Lipid","Ceramides (Cer)",57437,NA,NA,"M57437"
"Metab644","glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)","glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)","glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)","Lipid","Hexosylceramides (HCER)",53013,NA,NA,"M53013"
"Metab645","glycosyl-N-stearoyl-sphingosine (d18:1/18:0)","glycosyl-N-stearoyl-sphingosine (d18:1/18:0)","glycosyl-N-stearoyl-sphingosine (d18:1/18:0)","Lipid","Hexosylceramides (HCER)",52234,NA,NA,"M52234"
"Metab646","glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*","glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*","glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)","Lipid","Hexosylceramides (HCER)",57421,NA,NA,"M57421"
"Metab647","glycosyl ceramide (d18:1/20:0, d16:1/22:0)*","glycosyl ceramide (d18:1/20:0, d16:1/22:0)*","glycosyl ceramide (d18:1/20:0, d16:1/22:0)","Lipid","Hexosylceramides (HCER)",57595,NA,NA,"M57595"
"Metab648","glycosyl ceramide (d18:2/24:1, d18:1/24:2)*","glycosyl ceramide (d18:2/24:1, d18:1/24:2)*","glycosyl ceramide (d18:2/24:1, d18:1/24:2)","Lipid","Hexosylceramides (HCER)",57453,NA,NA,"M57453"
"Metab649","lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)","lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)","lactosyl-N-palmitoyl-sphingosine (d18:1/16:0)","Lipid","Lactosylceramides (LCER)",53010,NA,NA,"M53010"
"Metab651","lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*","lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*","lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)","Lipid","Lactosylceramides (LCER)",57370,NA,NA,"M57370"
"Metab653","3-sulfo-palmitoyl-galactosylceramide (d18:1/16:0)","3-sulfo-palmitoyl-galactosylceramide (d18:1/16:0)","3-sulfo-palmitoyl-galactosylceramide (d18:1/16:0)","Lipid","Glycosphingolipid Sulfates",57765,NA,NA,"M57765"
"Metab654","myristoyl dihydrosphingomyelin (d18:0/14:0)*","myristoyl dihydrosphingomyelin (d18:0/14:0)*","myristoyl dihydrosphingomyelin (d18:0/14:0)","Lipid","Dihydrosphingomyelins",57365,NA,"HMDB12085","M57365"
"Metab655","palmitoyl dihydrosphingomyelin (d18:0/16:0)*","palmitoyl dihydrosphingomyelin (d18:0/16:0)*","palmitoyl dihydrosphingomyelin (d18:0/16:0)","Lipid","Dihydrosphingomyelins",52434,NA,"HMDB0010168","M52434"
"Metab656","behenoyl dihydrosphingomyelin (d18:0/22:0)*","behenoyl dihydrosphingomyelin (d18:0/22:0)*","behenoyl dihydrosphingomyelin (d18:0/22:0)","Lipid","Dihydrosphingomyelins",57331,NA,"HMDB12091","M57331"
"Metab657","sphingomyelin (d18:0/18:0, d19:0/17:0)*","sphingomyelin (d18:0/18:0, d19:0/17:0)*","sphingomyelin (d18:0/18:0, d19:0/17:0)","Lipid","Dihydrosphingomyelins",57473,NA,"HMDB12087","M57473"
"Metab658","sphingomyelin (d18:0/20:0, d16:0/22:0)*","sphingomyelin (d18:0/20:0, d16:0/22:0)*","sphingomyelin (d18:0/20:0, d16:0/22:0)","Lipid","Dihydrosphingomyelins",57476,NA,NA,"M57476"
"Metab659","palmitoyl sphingomyelin (d18:1/16:0)","palmitoyl sphingomyelin (d18:1/16:0)","palmitoyl sphingomyelin (d18:1/16:0)","Lipid","Sphingomyelins (SM)",37506,NA,"HMDB0010169","M37506"
"Metab660","hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))","hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))","hydroxypalmitoyl sphingomyelin (d18:1/16:0(OH))","Lipid","Sphingomyelins (SM)",62851,NA,NA,"M62851"
"Metab661","stearoyl sphingomyelin (d18:1/18:0)","stearoyl sphingomyelin (d18:1/18:0)","stearoyl sphingomyelin (d18:1/18:0)","Lipid","Sphingomyelins (SM)",19503,"C00550","HMDB01348","M19503"
"Metab662","behenoyl sphingomyelin (d18:1/22:0)*","behenoyl sphingomyelin (d18:1/22:0)*","behenoyl sphingomyelin (d18:1/22:0)","Lipid","Sphingomyelins (SM)",48492,NA,"HMDB12103","M48492"
"Metab663","tricosanoyl sphingomyelin (d18:1/23:0)*","tricosanoyl sphingomyelin (d18:1/23:0)*","tricosanoyl sphingomyelin (d18:1/23:0)","Lipid","Sphingomyelins (SM)",52436,NA,"HMDB12105","M52436"
"Metab664","lignoceroyl sphingomyelin (d18:1/24:0)","lignoceroyl sphingomyelin (d18:1/24:0)","lignoceroyl sphingomyelin (d18:1/24:0)","Lipid","Sphingomyelins (SM)",57330,NA,NA,"M57330"
"Metab665","sphingomyelin (d18:2/18:1)*","sphingomyelin (d18:2/18:1)*","sphingomyelin (d18:2/18:1)","Lipid","Sphingomyelins (SM)",57474,NA,"HMDB0001348","M57474"
"Metab666","sphingomyelin (d18:2/23:1)*","sphingomyelin (d18:2/23:1)*","sphingomyelin (d18:2/23:1)","Lipid","Sphingomyelins (SM)",57482,NA,NA,"M57482"
"Metab667","sphingomyelin (d18:2/24:2)*","sphingomyelin (d18:2/24:2)*","sphingomyelin (d18:2/24:2)","Lipid","Sphingomyelins (SM)",57479,NA,NA,"M57479"
"Metab668","sphingomyelin (d17:1/14:0, d16:1/15:0)*","sphingomyelin (d17:1/14:0, d16:1/15:0)*","sphingomyelin (d17:1/14:0, d16:1/15:0)","Lipid","Sphingomyelins (SM)",62152,NA,NA,"M62152"
"Metab669","sphingomyelin (d18:1/14:0, d16:1/16:0)*","sphingomyelin (d18:1/14:0, d16:1/16:0)*","sphingomyelin (d18:1/14:0, d16:1/16:0)","Lipid","Sphingomyelins (SM)",42463,NA,"HMDB12097","M42463"
"Metab670","sphingomyelin (d18:2/14:0, d18:1/14:1)*","sphingomyelin (d18:2/14:0, d18:1/14:1)*","sphingomyelin (d18:2/14:0, d18:1/14:1)","Lipid","Sphingomyelins (SM)",47154,NA,NA,"M47154"
"Metab671","sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*","sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*","sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)","Lipid","Sphingomyelins (SM)",52433,NA,NA,"M52433"
"Metab672","sphingomyelin (d17:2/16:0, d18:2/15:0)*","sphingomyelin (d17:2/16:0, d18:2/15:0)*","sphingomyelin (d17:2/16:0, d18:2/15:0)","Lipid","Sphingomyelins (SM)",57483,NA,NA,"M57483"
"Metab673","sphingomyelin (d18:2/16:0, d18:1/16:1)*","sphingomyelin (d18:2/16:0, d18:1/16:1)*","sphingomyelin (d18:2/16:0, d18:1/16:1)","Lipid","Sphingomyelins (SM)",42459,NA,NA,"M42459"
"Metab674","sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)","sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)","sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)","Lipid","Sphingomyelins (SM)",52615,NA,NA,"M52615"
"Metab675","sphingomyelin (d18:1/18:1, d18:2/18:0)","sphingomyelin (d18:1/18:1, d18:2/18:0)","sphingomyelin (d18:1/18:1, d18:2/18:0)","Lipid","Sphingomyelins (SM)",37529,NA,"HMDB12101","M37529"
"Metab676","sphingomyelin (d18:1/19:0, d19:1/18:0)*","sphingomyelin (d18:1/19:0, d19:1/18:0)*","sphingomyelin (d18:1/19:0, d19:1/18:0)","Lipid","Sphingomyelins (SM)",57475,NA,NA,"M57475"
"Metab677","sphingomyelin (d18:1/20:0, d16:1/22:0)*","sphingomyelin (d18:1/20:0, d16:1/22:0)*","sphingomyelin (d18:1/20:0, d16:1/22:0)","Lipid","Sphingomyelins (SM)",48490,NA,"HMDB12102","M48490"
"Metab678","sphingomyelin (d18:1/20:1, d18:2/20:0)*","sphingomyelin (d18:1/20:1, d18:2/20:0)*","sphingomyelin (d18:1/20:1, d18:2/20:0)","Lipid","Sphingomyelins (SM)",48491,NA,NA,"M48491"
"Metab679","sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*","sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)*","sphingomyelin (d18:1/20:2, d18:2/20:1, d16:1/22:2)","Lipid","Sphingomyelins (SM)",57481,NA,NA,"M57481"
"Metab680","sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*","sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*","sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)","Lipid","Sphingomyelins (SM)",52495,NA,NA,"M52495"
"Metab681","sphingomyelin (d18:2/21:0, d16:2/23:0)*","sphingomyelin (d18:2/21:0, d16:2/23:0)*","sphingomyelin (d18:2/21:0, d16:2/23:0)","Lipid","Sphingomyelins (SM)",57480,NA,NA,"M57480"
"Metab682","sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*","sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*","sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)","Lipid","Sphingomyelins (SM)",48493,NA,"HMDB12104","M48493"
"Metab683","sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*","sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)*","sphingomyelin (d18:1/22:2, d18:2/22:1, d16:1/24:2)","Lipid","Sphingomyelins (SM)",57477,NA,NA,"M57477"
"Metab684","sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*","sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*","sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)","Lipid","Sphingomyelins (SM)",52435,NA,NA,"M52435"
"Metab685","sphingomyelin (d18:1/24:1, d18:2/24:0)*","sphingomyelin (d18:1/24:1, d18:2/24:0)*","sphingomyelin (d18:1/24:1, d18:2/24:0)","Lipid","Sphingomyelins (SM)",47153,NA,"HMDB12107","M47153"
"Metab686","sphingomyelin (d18:2/24:1, d18:1/24:2)*","sphingomyelin (d18:2/24:1, d18:1/24:2)*","sphingomyelin (d18:2/24:1, d18:1/24:2)","Lipid","Sphingomyelins (SM)",52437,NA,NA,"M52437"
"Metab687","sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*","sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*","sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)","Lipid","Sphingomyelins (SM)",57478,NA,NA,"M57478"
"Metab688","palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)","palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)","palmitoyl-sphingosine-phosphoethanolamine (d18:1/16:0)","Lipid","Ceramides (Cer)",62984,NA,NA,"M62984"
"Metab689","sphingosine","sphingosine","sphingosine","Lipid","Sphingolipid",17747,"C00319","HMDB00252","M17747"
"Metab690","galactosylsphingosine","galactosylsphingosine","galactosylsphingosine","Lipid","Sphingosines",40083,"C01747","HMDB00648","M40083"
"Metab691","hexadecasphingosine (d16:1)*","hexadecasphingosine (d16:1)*","hexadecasphingosine (d16:1)","Lipid","Sphingosines",57428,NA,NA,"M57428"
"Metab692","heptadecasphingosine (d17:1)","heptadecasphingosine (d17:1)","heptadecasphingosine (d17:1)","Lipid","Sphingosines",57427,NA,NA,"M57427"
"Metab693","3-hydroxy-3-methylglutarate","3-hydroxy-3-methylglutarate","3-hydroxy-3-methylglutarate","Lipid","Mevalonate Metabolism",531,"C03761","HMDB00355","M531"
"Metab694","cholesterol","cholesterol","cholesterol","Lipid","Sterol/Steroid",63,"C00187","HMDB00067","M63"
"Metab695","cholesterol sulfate","cholesterol sulfate","cholesterol sulfate","Lipid","Sterol",35324,"C18043","HMDB00653","M35324"
"Metab696","7-HOCA","7-HOCA","7-alpha-hydroxy-3-oxo-4-cholestenoate (7-Hoca)","Lipid","Sterol/Steroid",36776,"C17337","HMDB12458","M36776"
"Metab698","3beta,7beta-dihydroxy-5-cholestenoate","3beta,7beta-dihydroxy-5-cholestenoate","3beta,7beta-dihydroxy-5-cholestenoate","Lipid","Sterol",36842,NA,NA,"M36842"
"Metab699","4-cholesten-3-one","4-cholesten-3-one","4-cholesten-3-one","Lipid","Sterol/Steroid",38125,"C00599","HMDB00921","M38125"
"Metab700","pregnenolone sulfate","pregnenolone sulfate","pregnenolone sulfate","Lipid","Pregnenolone Steroids",38170,"C18044","HMDB0000774","M38170"
"Metab701","pregnenediol sulfate (C21H34O5S)*","pregnenediol sulfate (C21H34O5S)*","pregn steroid monosulfate","Lipid","Sterol/Steroid",32619,"C18044","HMDB00774","M32619"
"Metab702","pregnen-diol disulfate*","pregnen-diol disulfate*","pregnen-diol disulfate","Lipid","Sterol/Steroid",32562,"C05484","HMDB04025","M32562"
"Metab703","pregnenetriol sulfate*","pregnenetriol sulfate*","pregnenetriol sulfate","Lipid","Pregnenolone Steroids",62922,NA,NA,"M62922"
"Metab704","pregnenetriol disulfate*","pregnenetriol disulfate*","pregnenetriol disulfate","Lipid","Pregnenolone Steroids",62921,NA,NA,"M62921"
"Metab705","5alpha-pregnan-3beta,20alpha-diol disulfate","5alpha-pregnan-3beta,20alpha-diol disulfate","5alpha-pregnan-3beta,20alpha-diol disulfate","Lipid","Sterol/Steroid",37198,NA,"HMDB0094650","M37198"
"Metab706","cortisol","cortisol","cortisol","Lipid","Sterol/Steroid",1712,"C00735","HMDB00063","M1712"
"Metab707","tetrahydrocortisol","tetrahydrocortisol","tetrahydrocortisol","Lipid","Corticosteroids",33992,"C05472","HMDB0000949","M33992"
"Metab708","tetrahydrocortisol glucuronide","tetrahydrocortisol glucuronide","tetrahydrocortisol glucuronide","Lipid","Corticosteroids",64411,NA,NA,"M64411"
"Metab709","cortisone","cortisone","cortisone","Lipid","Corticosteroids",1769,"C00762","HMDB02802","M1769"
"Metab711","dehydroepiandrosterone sulfate (DHEA-S)","dehydroepiandrosterone sulfate (DHEA-S)","dehydroisoandrosterone sulfate (DHEA-S)","Lipid","Sterol/Steroid",32425,"C04555","HMDB01032","M32425"
"Metab712","16a-hydroxy DHEA 3-sulfate","16a-hydroxy DHEA 3-sulfate","16a-hydroxy DHEA 3-sulfate","Lipid","Androgenic Steroids",38168,NA,"HMDB0062544","M38168"
"Metab713","androsterone glucuronide","androsterone glucuronide","androsterone glucuronide","Lipid","Androgenic Steroids",61846,"C11135","HMDB0002829","M61846"
"Metab714","epiandrosterone sulfate","epiandrosterone sulfate","epiandrosterone sulfate","Lipid","Sterol/Steroid",33973,"C07635","HMDB00365","M33973"
"Metab715","androsterone sulfate","androsterone sulfate","androsterone sulfate","Lipid","Sterol/Steroid",31591,"C00523","HMDB02759","M31591"
"Metab716","etiocholanolone glucuronide","etiocholanolone glucuronide","etiocholanolone glucuronide","Lipid","Androgenic Steroids",47112,NA,"HMDB0004484","M47112"
"Metab717","androstenediol (3beta,17beta) monosulfate (1)","androstenediol (3beta,17beta) monosulfate (1)","androstenediol (3beta,17beta) monosulfate (1)","Lipid","Androgenic Steroids",37211,NA,"HMDB03818","M37211"
"Metab718","androstenediol (3beta,17beta) disulfate (1)","androstenediol (3beta,17beta) disulfate (1)","4-androsten-3beta,17beta-diol disulfate (1)","Lipid","Sterol/Steroid",37202,"C04295","HMDB03818","M37202"
"Metab719","androstenediol (3beta,17beta) disulfate (2)","androstenediol (3beta,17beta) disulfate (2)","androstenediol (3beta,17beta) disulfate (2)","Lipid","Androgenic Steroids",37203,"C04295","HMDB03818","M37203"
"Metab720","androstenediol (3alpha, 17alpha) monosulfate (3)","androstenediol (3alpha, 17alpha) monosulfate (3)","androstenediol (3alpha, 17alpha) monosulfate (3)","Lipid","Androgenic Steroids",37209,NA,NA,"M37209"
"Metab721","5alpha-androstan-3beta,17beta-diol disulfate","5alpha-androstan-3beta,17beta-diol disulfate","5alpha-androstan-3beta,17beta-diol disulfate","Lipid","Androgenic Steroids",37190,"C12525","HMDB00493","M37190"
"Metab723","cholate","cholate","cholate","Lipid","Bile Acid Metabolism",22842,"C00695","HMDB00619","M22842"
"Metab724","glycocholate","glycocholate","glycocholate","Lipid","Bile Acid Metabolism",18476,"C01921","HMDB00138","M18476"
"Metab725","taurocholate","taurocholate","taurocholate","Lipid","Bile Acid Metabolism",18497,"C05122","HMDB00036","M18497"
"Metab726","chenodeoxycholate","chenodeoxycholate","chenodeoxycholate","Lipid","Bile Acid Metabolism",37789,"C02528","HMDB00518","M37789"
"Metab727","glycochenodeoxycholate","glycochenodeoxycholate","glycochenodeoxycholate","Lipid","Bile Acid Metabolism",32346,"C05466","HMDB00637","M32346"
"Metab728","taurochenodeoxycholate","taurochenodeoxycholate","taurochenodeoxycholate","Lipid","Bile Acid Metabolism",18494,"C05465","HMDB00951","M18494"
"Metab729","glycochenodeoxycholate 3-sulfate","glycochenodeoxycholate 3-sulfate","glycochenodeoxycholate 3-sulfate","Lipid","Primary Bile Acid Metabolism",52974,NA,"HMDB0002409","M52974"
"Metab730","deoxycholate","deoxycholate","deoxycholate","Lipid","Bile Acid Metabolism",1114,"C04483","HMDB00626","M1114"
"Metab731","glycodeoxycholate","glycodeoxycholate","glycodeoxycholate","Lipid","Secondary Bile Acid Metabolism",18477,"C05464","HMDB00631","M18477"
"Metab732","taurodeoxycholate","taurodeoxycholate","taurodeoxycholate","Lipid","Bile Acid Metabolism",12261,"C05463","HMDB00896","M12261"
"Metab733","glycolithocholate sulfate*","glycolithocholate sulfate*","glycolithocholate sulfate","Lipid","Bile Acid Metabolism",32620,"C11301","HMDB02639","M32620"
"Metab734","taurolithocholate 3-sulfate","taurolithocholate 3-sulfate","taurolithocholate 3-sulfate","Lipid","Bile Acid Metabolism",36850,"C03642","HMDB02580","M36850"
"Metab735","ursodeoxycholate","ursodeoxycholate","ursodeoxycholate","Lipid","Bile Acid Metabolism",1605,"C07880","HMDB00946","M1605"
"Metab736","glycoursodeoxycholate","glycoursodeoxycholate","glycoursodeoxycholate","Lipid","Bile Acid Metabolism",39379,NA,"HMDB00708","M39379"
"Metab737","glycocholenate sulfate*","glycocholenate sulfate*","glycocholenate sulfate","Lipid","Bile Acid Metabolism",32599,NA,NA,"M32599"
"Metab738","taurocholenate sulfate*","taurocholenate sulfate*","taurocholenate sulfate","Lipid","Bile Acid Metabolism",32807,NA,NA,"M32807"
"Metab739","glycodeoxycholate 3-sulfate","glycodeoxycholate 3-sulfate","glycodeoxycholate 3-sulfate","Lipid","Secondary Bile Acid Metabolism",52975,NA,NA,"M52975"
"Metab740","inosine 5'-monophosphate (IMP)","inosine 5'-monophosphate (IMP)","inosine 5'-monophosphate (IMP)","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",2133,"C00130","HMDB00175","M2133"
"Metab741","inosine","inosine","inosine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",1123,"C00294","HMDB00195","M1123"
"Metab742","hypoxanthine","hypoxanthine","hypoxanthine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",3127,"C00262","HMDB00157","M3127"
"Metab743","xanthine","xanthine","xanthine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",3147,"C00385","HMDB00292","M3147"
"Metab744","xanthosine","xanthosine","xanthosine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",15136,"C01762","HMDB00299","M15136"
"Metab745","N1-methylinosine","N1-methylinosine","N1-methylinosine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",48351,NA,"HMDB02721","M48351"
"Metab746","2'-deoxyinosine","2'-deoxyinosine","2'-deoxyinosine","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",15076,"C05512","HMDB00071","M15076"
"Metab747","urate","urate","urate","Nucleotide","Purine Metabolism, Urate metabolism",1604,"C00366","HMDB00289","M1604"
"Metab748","allantoin","allantoin","allantoin","Nucleotide","Purine Metabolism, (Hypo)Xanthine/Inosine containing",1107,"C02350","HMDB00462","M1107"
"Metab749","ATP","ATP","adenosine 5'-triphosphate (ATP)","Nucleotide","Purine Metabolism, Adenine containing",33449,"C00002","HMDB00538","M33449"
"Metab750","ADP","ADP","adenosine 5'-diphosphate (ADP)","Nucleotide","Purine Metabolism, Adenine containing",3108,"C00008","HMDB01341","M3108"
"Metab751","AMP","AMP","AMP","Nucleotide","Purine Metabolism, Adenine containing",36815,"C00946","HMDB11617","M36815"
"Metab752","3'-AMP","3'-AMP","adenosine 3'-monophosphate (3'-AMP)","Nucleotide","Purine Metabolism, Adenine containing",35142,"C01367","HMDB03540","M35142"
"Metab753","2'-AMP","2'-AMP","adenosine 2'-monophosphate (2'-AMP)","Nucleotide","Purine Metabolism, Adenine containing",36815,"C00946","HMDB11617","M36815"
"Metab754","adenosine 3',5'-cyclic monophosphate (cAMP)","adenosine 3',5'-cyclic monophosphate (cAMP)","adenosine 3',5'-cyclic monophosphate (cAMP)","Nucleotide","Purine Metabolism, Adenine containing",2831,"C00575","HMDB00058","M2831"
"Metab755","adenosine 3',5'-diphosphate","adenosine 3',5'-diphosphate","adenosine 3',5'-diphosphate","Nucleotide","Purine Metabolism, Adenine containing",15691,"C00054","HMDB00061","M15691"
"Metab756","adenylosuccinate","adenylosuccinate","adenylosuccinate","Nucleotide","Purine Metabolism, Adenine containing",18360,"C03794","HMDB00536","M18360"
"Metab757","adenosine","adenosine","adenosine","Nucleotide","Purine Metabolism, Adenine containing",555,"C00212","HMDB00050","M555"
"Metab758","adenine","adenine","adenine","Nucleotide","Purine Metabolism, Adenine containing",554,"C00147","HMDB00034","M554"
"Metab759","1-methyladenosine","1-methyladenosine","1-methyladenosine","Nucleotide","Purine metabolism, adenine containing",15650,"C02494","HMDB03331","M15650"
"Metab760","N6-carbamoylthreonyladenosine","N6-carbamoylthreonyladenosine","N6-carbamoylthreonyladenosine","Nucleotide","Purine Metabolism, Adenine containing",35157,NA,"HMDB41623","M35157"
"Metab761","N6-succinyladenosine","N6-succinyladenosine","N6-succinyladenosine","Nucleotide","Purine Metabolism, Adenine containing",48130,NA,"HMDB00912","M48130"
"Metab762","guanosine 5'-triphosphate","guanosine 5'-triphosphate","guanosine 5'-triphosphate (GTP)",NA,NA,2847,"C00044","HMDB01273","M2847"
"Metab763","guanosine 5'-diphosphate (GDP)","guanosine 5'-diphosphate (GDP)","guanosine 5'- diphosphate (GDP)",NA,NA,2848,"C00035","HMDB01201","M2848"
"Metab764","5'- GMP","5'- GMP","guanosine 5'- monophosphate (5'-GMP)","Nucleotide","Purine Metabolism, Guanine containing",2849,"C00144","HMDB01397","M2849"
"Metab766","guanosine","guanosine","guanosine","Nucleotide","Purine Metabolism, Guanine containing",1573,"C00387","HMDB00133","M1573"
"Metab767","guanine","guanine","guanine","Nucleotide","Purine Metabolism, Guanine containing",32352,"C00242","HMDB00132","M32352"
"Metab768","7-methylguanine","7-methylguanine","7-methylguanine","Nucleotide","Purine Metabolism, Guanine containing",35114,"C02242","HMDB00897","M35114"
"Metab769","N2,N2-dimethylguanosine","N2,N2-dimethylguanosine","N2,N2-dimethylguanosine","Nucleotide","Purine Metabolism, Guanine containing",35137,NA,"HMDB04824","M35137"
"Metab772","N-carbamoylaspartate","N-carbamoylaspartate","N-carbamoylaspartate","Nucleotide","Pyrimidine Metabolism, Orotate containing",1594,"C00438","HMDB00828","M1594"
"Metab773","dihydroorotate","dihydroorotate","dihydroorotate","Nucleotide","Pyrimidine Metabolism, Orotate containing",601,"C00337","HMDB03349","M601"
"Metab774","orotate","orotate","orotate","Nucleotide","Pyrimidine Metabolism, Orotate containing",1505,"C00295","HMDB00226","M1505"
"Metab775","orotidine","orotidine","orotidine","Nucleotide","Pyrimidine Metabolism, Orotate containing",35172,"C01103","HMDB00788","M35172"
"Metab776","uridine 5'-triphosphate (UTP)","uridine 5'-triphosphate (UTP)","uridine 5'-triphosphate (UTP)","Nucleotide","Pyrimidine Metabolism, Uracil containing",33448,"C00075","HMDB00285","M33448"
"Metab777","uridine 5'-diphosphate (UDP)","uridine 5'-diphosphate (UDP)","uridine 5'-diphosphate (UDP)","Nucleotide","Pyrimidine Metabolism, Uracil containing",5345,"C00015","HMDB00295","M5345"
"Metab778","UMP","UMP","uridine 5'-monophosphate (UMP)","Nucleotide","Pyrimidine Metabolism, Uracil containing",2856,"C00105","HMDB00288","M2856"
"Metab779","uridine-2',3'-cyclic monophosphate","uridine-2',3'-cyclic monophosphate","uridine-2',3'-cyclic monophosphate","Nucleotide","Pyrimidine Metabolism, Uracil containing",37137,"C02355","HMDB11640","M37137"
"Metab780","uridine","uridine","uridine","Nucleotide","Pyrimidine Metabolism, Uracil containing",606,"C00299","HMDB00296","M606"
"Metab781","uracil","uracil","uracil","Nucleotide","Pyrimidine Metabolism, Uracil containing",605,"C00106","HMDB00300","M605"
"Metab782","pseudouridine","pseudouridine","pseudouridine","Nucleotide","Pyrimidine Metabolism, Uracil containing",33442,"C02067","HMDB00767","M33442"
"Metab783","5,6-dihydrouridine","5,6-dihydrouridine","5,6-dihydrouridine","Nucleotide","Pyrimidine Metabolism, Uracil containing",61833,NA,"HMDB0000497","M61833"
"Metab784","2'-O-methyluridine","2'-O-methyluridine","2'-O-methyluridine","Nucleotide","Pyrimidine Metabolism, Uracil containing",57655,NA,NA,"M57655"
"Metab785","5-methyluridine (ribothymidine)","5-methyluridine (ribothymidine)","5-methyluridine (ribothymidine)","Nucleotide","Pyrimidine Metabolism, Uracil containing",35136,NA,"HMDB00884","M35136"
"Metab786","2'-deoxyuridine","2'-deoxyuridine","2'-deoxyuridine","Nucleotide","Pyrimidine Metabolism, Uracil containing",1412,"C00526","HMDB00012","M1412"
"Metab787","3-ureidopropionate","3-ureidopropionate","3-ureidopropionate","Nucleotide","Pyrimidine Metabolism, Uracil containing",3155,"C02642","HMDB00026","M3155"
"Metab788","beta-alanine","beta-alanine","beta-alanine","Amino acid","Alanine and Aspartate Metabolism",55,"C00099","HMDB00056","M55"
