"","feature","cluster","col","feature_name","feature_map","enriched_Term","enriched_Overlap","enriched_Genes","enriched_P.value","enriched_Adjusted.P.value","enriched_GO"
"139","ACD","cluster_000650","#EF7DB1","ACD","ACD","Protein Destabilization ","2/36","CAPN3;CTSH",0.000282782621321006,0.0325665982065935,"GO:0031648"
"140","ACE","cluster_000190","#4DAD4B","ACE","ACE","Regulation Of Neutrophil Migration ","2/8","MPP1;SLAMF8",5.26456172967687e-05,0.0163481856979941,"GO:1902622"
"141","ACE2","cluster_000532","#C4902B","ACE2","ACE2","T Cell Activation ","3/111","NCK2;PIK3CD;NLRC3",0.000127759314394348,0.0333451810569247,"GO:0042110"
"142","ACER2","cluster_000355","#E77325","ACER2","ACER2","Mitochondrial Outer Membrane Permeabilization ","1/7","RTL10",0.00767569624028282,0.166540652340798,"GO:0097345"
"143","ACER3","cluster_000459","#FFEF2C","ACER3","ACER3","Membrane Lipid Catabolic Process ","2/8","PPT1;NAGA",2.65043002514317e-05,0.00620200625883502,"GO:0046466"
"144","ACHE","cluster_000715","#BE8FA7","ACHE","ACHE","Smooth Muscle Cell Differentiation ","2/11","MEF2C;HEY2",1.80954912528974e-05,0.00441529986570697,"GO:0051145"
"145","ACIN1","cluster_000009","#D52229","ACIN1","ACIN1","Mesodermal Cell Differentiation ","3/8","ITGA3;ITGB3;HMGA2",8.16016795092252e-07,0.000326406718036901,"GO:0048333"
"146","ACKR1","cluster_000519","#D0A72D","ACKR1","ACKR1","Regulation Of Macrophage Proliferation ","1/5","IL33",0.00449229270839297,0.0742699398715811,"GO:0120040"
"147","ACKR2","cluster_000612","#CF6B74","ACKR2","ACKR2","Response To Lipopolysaccharide ","4/159","LILRB2;CD14;S100A9;S100A8",6.49756738926069e-06,0.00118950065991818,"GO:0032496"
"148","ACKR3","cluster_000119","#3C8A9B","ACKR3","ACKR3","Nucleotide-Excision Repair ","3/56","GTF2H2C;ERCC8;GTF2H5",8.84026474542174e-05,0.0174153215484808,"GO:0006289"
"149","ACKR4","cluster_000347","#DE6F33","ACKR4","ACKR4","Positive Regulation Of Cell Death ","2/50","MAPT;PRODH",0.001370383663162,0.0783464957475828,"GO:0010942"
"150","ACLY","cluster_000697","#D08AAF","ACLY","ACLY","Regulation Of Extracellular Exosome Assembly ","1/5","SDC1",0.00324605087508978,0.039826118611619,"GO:1903551"
"151","ACMSD","cluster_000288","#9D5099","ACMSD","ACMSD","Epithelial To Mesenchymal Transition ","2/47","FOXF2;HGF",0.00144343149625669,0.116854309903876,"GO:0001837"
"152","ACO1","cluster_000603","#C76766","ACO1","ACO1","Sulfur Amino Acid Metabolic Process ","2/17","MPST;NOX4",8.10312896968827e-05,0.00615837801696309,"GO:0000096"
"153","ACO2","cluster_000146","#42987C","ACO2","ACO2","Positive Regulation Of Proteolysis Involved In Protein Catabolic Process ","2/31","PSMC3;PSMC2",0.000984408363070054,0.0778467033535432,"GO:1903052"
"154","ACOT1","cluster_000568","#A9572E","ACOT1","ACOT1","Cellular Response To Osmotic Stress ","2/28","WNK3;AQP5",0.000253724283258192,0.0188397290824134,"GO:0071470"
"155","ACOT11","cluster_000432","#FFCA1E","ACOT11","ACOT11","O-glycan Processing ","2/41","ST3GAL1;GALNT10",0.000761007610564979,0.0710662417719452,"GO:0016266"
"156","ACOT12","cluster_000737","#A8959F","ACOT12","ACOT12","L-glutamate Transmembrane Transport ","2/14","SLC1A2;SLC17A7",2.49349563767472e-05,0.00162508194419625,"GO:0015813"
"157","ACOT13","cluster_000403","#FFA30E","ACOT13","ACOT13","Blood Vessel Diameter Maintenance ","2/36","NPR1;AGT",0.000647427202142013,0.0617656241162395,"GO:0097746"
"158","ACOT2","cluster_000141","#419681","ACOT2","ACOT2","Peroxisome Fission ","2/8","PEX19;PEX11B",6.05600788972395e-05,0.0136865778307761,"GO:0016559"
"159","ACOT4","cluster_000690","#D789B2","ACOT4","ACOT4","Ribonucleoside Bisphosphate Metabolic Process ","2/25","ACOT6;ACOT4",0.000116018486046081,0.00556888733021187,"GO:0033875"
"160","ACOT6","cluster_000690","#D789B2","ACOT6","ACOT6","Ribonucleoside Bisphosphate Metabolic Process ","2/25","ACOT6;ACOT4",0.000116018486046081,0.00556888733021187,"GO:0033875"
"161","ACOT7","cluster_000610","#CD6A71","ACOT7","ACOT7","L-ascorbic Acid Metabolic Process ","1/5","GSTO2",0.00399394544865564,0.0483295193935911,"GO:0019852"
"162","ACOT8","cluster_000203","#58A057","ACOT8","ACOT8","Negative Regulation Of Amide Metabolic Process ","2/93","ZNF540;DAPK1",0.0069611911839573,0.114863748451268,"GO:0034249"
"163","ACOT9","cluster_000168","#48A462","ACOT9","ACOT9","Cellular Response To Virus ","3/64","IRF3;RRP1B;TYK2",0.000107599898563184,0.0243175770752796,"GO:0098586"
"164","ACOX1","cluster_000146","#42987C","ACOX1","ACOX1","Positive Regulation Of Proteolysis Involved In Protein Catabolic Process ","2/31","PSMC3;PSMC2",0.000984408363070054,0.0778467033535432,"GO:1903052"
"165","ACOX2","cluster_000153","#449C73","ACOX2","ACOX2","Amino Acid Transmembrane Transport ","3/42","SLC36A2;SLC7A8;SFXN2",3.02898736282582e-05,0.00566420636848429,"GO:0003333"
"166","ACOX3","cluster_000024","#B93242","ACOX3","ACOX3","Proteolysis ","6/330","CPA3;CPB1;KEL;MMP2;CTSG;TPSAB1",6.13030967013233e-05,0.00881343049011832,"GO:0006508"
"167","ACOXL","cluster_000728","#B192A2","ACOXL","ACOXL","Negative Regulation Of Nucleic Acid-Templated Transcription ","3/456","SUV39H1;ZNF12;LIMD1",0.00222201147678877,0.033427289406377,"GO:1903507"
"168","ACP1","cluster_000270","#8D5B97","ACP1","ACP1","Endosome To Lysosome Transport Via Multivesicular Body Sorting Pathway ","2/15","CHMP2A;UBXN6",0.000155939872973347,0.0244825600568154,"GO:0032510"
"169","ACP2","cluster_000063","#715C83","ACP2","ACP2","Regulation Of Protein Glycosylation ","2/7","ALG10B;FKTN",6.57764051548737e-05,0.0126948461948906,"GO:0060049"
"170","ACP3","cluster_000228","#6C866F","ACP3","ACP3","Negative Regulation Of Osteoblast Proliferation ","2/7","SFRP1;PLXNB1",3.39886991690106e-05,0.0104345306448862,"GO:0033689"
"171","ACP4","cluster_000381","#FF8502","ACP4","ACP4","Negative Regulation Of Glycogen Biosynthetic Process ","1/5","PASK",0.00523943997247116,0.0990728165275384,"GO:0045719"
"172","ACP5","cluster_000188","#4CAE4A","ACP5","ACP5","Regulation Of Neutrophil Migration ","2/8","MPP1;SLAMF8",5.26456172967687e-05,0.0163481856979941,"GO:1902622"
"173","ACP6","cluster_000314","#BA5E6C","ACP6","ACP6","Regulation Of G2/M Transition Of Mitotic Cell Cycle ","3/35","CENPF;KIF14;CDK1",8.4878798984969e-06,0.00169757597969938,"GO:0010389"
"174","ACRBP","cluster_000344","#DB6E38","ACRBP","ACRBP","Positive Regulation Of T Cell Differentiation In Thymus ","1/5","SHH",0.00573728911332865,0.069152646030135,"GO:0033089"
"175","ACSBG1","cluster_000472","#FDFC32","ACSBG1","ACSBG1","Cytokine-Mediated Signaling Pathway ","7/257","CXCL10;CXCL9;CXCL11;SOCS1;EBI3;CXCL13;IL12RB2",2.35471875613947e-09,2.94339844517434e-07,"GO:0019221"
"176","ACSBG2","cluster_000381","#FF8502","ACSBG2","ACSBG2","Negative Regulation Of Glycogen Biosynthetic Process ","1/5","PASK",0.00523943997247116,0.0990728165275384,"GO:0045719"
"177","ACSF2","cluster_000153","#449C73","ACSF2","ACSF2","Amino Acid Transmembrane Transport ","3/42","SLC36A2;SLC7A8;SFXN2",3.02898736282582e-05,0.00566420636848429,"GO:0003333"
"178","ACSF3","cluster_000412","#FFAF13","ACSF3","ACSF3","Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Independent Decay ","1/6","DCP1B",0.00628419133253944,0.0691288167448749,"GO:0031086"
"179","ACSL1","cluster_000608","#CB6A6E","ACSL1","ACSL1","L-ascorbic Acid Metabolic Process ","1/5","GSTO2",0.00399394544865564,0.0483295193935911,"GO:0019852"
"180","ACSL3","cluster_000445","#FFDC25","ACSL3","ACSL3","Glucocorticoid Biosynthetic Process ","1/5","CYP21A2",0.00499044069595166,0.0775327444046189,"GO:0006704"
"181","ACSL4","cluster_000643","#E97AA6","ACSL4","ACSL4","Regulation Of Heart Contraction ","2/69","DMPK;ATP1A2",0.00119644689354031,0.0632166371270769,"GO:0008016"
"182","ACSL5","cluster_000725","#B492A3","ACSL5","ACSL5","Vitamin A Metabolic Process ","1/6","BCO1",0.00359499844647963,0.0464372928960286,"GO:0006776"
"183","ACSL6","cluster_000227","#6B876E","ACSL6","ACSL6","Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process ","3/83","RNF180;TRIB2;SMAD7",0.000167242631352187,0.0194839904821112,"GO:0032436"
"184","ACSM1","cluster_000065","#6E5E86","ACSM1","ACSM1","Cilium Assembly ","12/243","DYNC2H1;IFT88;IFT140;IFT81;DNAAF1;TCTN1;WDR19;BBS9;CFAP46;CFAP43;WDR35;ENKD1",5.1351322748735e-15,6.77837460283301e-13,"GO:0060271"
"185","ACSM2A","cluster_000422","#FFBD18","ACSM2A","ACSM2A","Positive Regulation Of Cell-Cell Adhesion Mediated By Integrin ","1/5","PIEZO1",0.00499044069595166,0.069317762308227,"GO:0033634"
"186","ACSM2B","cluster_000422","#FFBD18","ACSM2B","ACSM2B","Positive Regulation Of Cell-Cell Adhesion Mediated By Integrin ","1/5","PIEZO1",0.00499044069595166,0.069317762308227,"GO:0033634"
"187","ACSM3","cluster_000565","#A65629","ACSM3","ACSM3","NAD Biosynthetic Process ","2/17","NAPRT;QPRT",9.1789656494553e-05,0.00963791393192806,"GO:0009435"
"188","ACSM4","cluster_000013","#CD262F","ACSM4","ACSM4","DNA-templated DNA Replication Maintenance Of Fidelity ","4/43","MCM9;ATRX;THOC1;ASF1A",3.36366566511097e-06,0.000696278792677971,"GO:0045005"
"189","ACSM5","cluster_000677","#E485B7","ACSM5","ACSM5","Positive Regulation Of Mitotic Cytokinesis ","2/5","INCENP;NUP62",4.54444066889218e-06,0.000790732676387239,"GO:1903490"
"190","ACSM6","cluster_000567","#A8572C","ACSM6","ACSM6","NAD Biosynthetic Process ","2/17","NAPRT;QPRT",9.1789656494553e-05,0.00963791393192806,"GO:0009435"
"191","ACSS1","cluster_000098","#377FB4","ACSS1","ACSS1","Histone H3-K4 Methylation ","3/26","KMT2D;SETD1B;KMT2B",9.43380782186472e-06,0.00253894493824843,"GO:0051568"
"192","ACSS2","cluster_000698","#CF8BAE","ACSS2","ACSS2","Fatty Acid Biosynthetic Process ","2/65","GSTM4;MCAT",0.000792695643797859,0.0428627996865194,"GO:0006633"
"193","ACSS3","cluster_000186","#4CAD4D","ACSS3","ACSS3","Mitotic Sister Chromatid Segregation ","6/111","DSN1;PSRC1;NCAPG2;NCAPD2;SPDL1;SMC2",8.69538983159478e-09,1.94776732227723e-06,"GO:0000070"
"194","ACTA2","cluster_000030","#AE384C","ACTA2","ACTA2","Axonogenesis ","4/188","PARD6B;KIF5A;L1CAM;IGSF9",0.000530415741016459,0.0695187087518509,"GO:0007409"
"195","ACTB","cluster_000101","#3881B0","ACTB","ACTB","Substantia Nigra Development ","2/42","ERCC4;CALM3",0.00205171011354824,0.131787366258083,"GO:0021762"
"196","ACTC1","cluster_000012","#CF252E","ACTC1","ACTC1","DNA-templated DNA Replication Maintenance Of Fidelity ","4/43","MCM9;ATRX;THOC1;ASF1A",3.36366566511097e-06,0.000696278792677971,"GO:0045005"
"197","ACTG1","cluster_000143","#42977F","ACTG1","ACTG1","Negative Regulation Of Epidermal Cell Differentiation ","2/6","HOXA7;GRHL2",3.25033372296956e-05,0.00374814428299506,"GO:0045605"
"198","ACTG1P17","cluster_000337","#D36A44","ACTG1P17","ACTG1P17","cAMP-mediated Signaling ","2/26","PDE7B;RAPGEF3",0.00040428492626814,0.0671112977605112,"GO:0019933"
"199","ACTG1P20","cluster_000346","#DD6F34","ACTG1P20","ACTG1P20","Positive Regulation Of T Cell Differentiation In Thymus ","1/5","SHH",0.00573728911332865,0.069152646030135,"GO:0033089"
"200","ACTG1P25","cluster_000153","#449C73","ACTG1P25","ACTG1P25","Amino Acid Transmembrane Transport ","3/42","SLC36A2;SLC7A8;SFXN2",3.02898736282582e-05,0.00566420636848429,"GO:0003333"
"201","ACTG2","cluster_000030","#AE384C","ACTG2","ACTG2","Axonogenesis ","4/188","PARD6B;KIF5A;L1CAM;IGSF9",0.000530415741016459,0.0695187087518509,"GO:0007409"
"202","ACTL10","cluster_000341","#D86C3D","ACTL10","ACTL10","Proteasome-Mediated Ubiquitin-Dependent Protein Catabolic Process ","3/319","PSMB3;PSMA7;ANAPC11",0.00561916422403859,0.0979568098365482,"GO:0043161"
"203","ACTL6A","cluster_000242","#77777C","ACTL6A","ACTL6A","Autophagosome Organization ","3/61","ZFYVE26;ATG14;ATG2B",6.67628626080939e-05,0.0131522839337945,"GO:1905037"
"204","ACTL8","cluster_000070","#64638E","ACTL8","ACTL8","Golgi Vesicle Transport ","4/197","TRAPPC5;SNX12;ERGIC3;COPE",0.000376399177200131,0.0463025991810097,"GO:0048193"
"205","ACTN1","cluster_000699","#CE8BAE","ACTN1","ACTN1","Fatty Acid Biosynthetic Process ","2/65","GSTM4;MCAT",0.000792695643797859,0.0428627996865194,"GO:0006633"
"206","ACTN2","cluster_000388","#FF8E06","ACTN2","ACTN2","Positive Regulation Of Ossification ","2/41","WNT5A;GPM6B",0.000840023144437362,0.079829916583669,"GO:0045778"
"207","ACTN4","cluster_000483","#F3E831","ACTN4","ACTN4","Granulocyte Migration ","2/9","GP2;UMOD",3.06580619199429e-05,0.00741925098462618,"GO:0097530"
"208","ACTR10","cluster_000135","#409288","ACTR10","ACTR10","Peptidyl-Tyrosine Phosphorylation ","3/67","ABI2;FLT3;CLK2",0.000136735290542393,0.0273470581084787,"GO:0018108"
"209","ACTR1A","cluster_000005","#DC1E22","ACTR1A","ACTR1A","Chromatin Remodeling ","8/228","DR1;HDAC1;HP1BP3;MTF2;GLMN;ZBTB1;SMARCA5;MYSM1",4.77177147491703e-06,0.00228676564985312,"GO:0006338"
"210","ACTR1B","cluster_000520","#CFA52D","ACTR1B","ACTR1B","Regulation Of Macrophage Proliferation ","1/5","IL33",0.00449229270839297,0.0742699398715811,"GO:0120040"
"211","ACTR2","cluster_000101","#3881B0","ACTR2","ACTR2","Substantia Nigra Development ","2/42","ERCC4;CALM3",0.00205171011354824,0.131787366258083,"GO:0021762"
"212","ACTR3","cluster_000143","#42977F","ACTR3","ACTR3","Negative Regulation Of Epidermal Cell Differentiation ","2/6","HOXA7;GRHL2",3.25033372296956e-05,0.00374814428299506,"GO:0045605"
"213","ACTR3B","cluster_000271","#8E5A97","ACTR3B","ACTR3B","Endosome To Lysosome Transport Via Multivesicular Body Sorting Pathway ","2/15","CHMP2A;UBXN6",0.000155939872973347,0.0244825600568154,"GO:0032510"
"214","ACTR3C","cluster_000071","#626490","ACTR3C","ACTR3C","Golgi Vesicle Transport ","4/197","TRAPPC5;SNX12;ERGIC3;COPE",0.000376399177200131,0.0463025991810097,"GO:0048193"
"215","ACTR5","cluster_000163","#46A168","ACTR5","ACTR5","Translational Termination ","2/8","APEH;GSPT1",5.6534016206558e-05,0.00660854403294678,"GO:0006415"
"216","ACTR6","cluster_000052","#865070","ACTR6","ACTR6","Protein Polyubiquitination ","5/226","RNF34;KBTBD6;MKRN1;UBE3B;KBTBD7",5.7211996555723e-05,0.011556823304256,"GO:0000209"
"217","ACTR8","cluster_000075","#5B6896","ACTR8","ACTR8","Negative Regulation Of Transcription By RNA Polymerase II ","6/763","ZNF550;PCID2;ZNF350;ZNF559;ZNF614;ZNF568",0.00162954937505962,0.0749592712527424,"GO:0000122"
"218","ACTRT3","cluster_000496","#E6D02F","ACTRT3","ACTRT3","Axonogenesis ","4/188","FEZ1;MAP1B;MAP1A;GLI2",2.62429515923753e-05,0.00852895926752197,"GO:0007409"
"219","ACVR1","cluster_000281","#964FA1","ACVR1","ACVR1","ISG15-protein Conjugation ","1/5","UBA7",0.00598613898759602,0.0960343803914079,"GO:0032020"
"220","ACVR1B","cluster_000108","#3A84A8","ACVR1B","ACVR1B","Negative Regulation Of Microtubule Depolymerization ","2/20","KATNB1;ARHGEF2",0.000434140102652416,0.0521419304876993,"GO:0007026"
"221","ACVR1C","cluster_000004","#DE1D20","ACVR1C","ACVR1C","Chromatin Remodeling ","8/228","DR1;HDAC1;HP1BP3;MTF2;GLMN;ZBTB1;SMARCA5;MYSM1",4.77177147491703e-06,0.00228676564985312,"GO:0006338"
"222","ACVR2A","cluster_000477","#F8F332","ACVR2A","ACVR2A","Cytoplasmic Translation ","5/93","EIF3M;RPL32;RPL14;RPSA;RPL29",2.15337992097062e-08,4.37136123957036e-06,"GO:0002181"
"223","ACVR2B","cluster_000177","#4AA857","ACVR2B","ACVR2B","Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity ","2/19","INCA1;CDK5RAP1",0.00031846935205505,0.0223913244007432,"GO:0045736"
"224","ACVR2B-AS1","cluster_000747","#9E979B","ACVR2B-AS1","ACVR2B-AS1","Gap Junction Assembly ","2/6","GJB2;GJB6",3.37131416818405e-06,0.000114624681718258,"GO:0016264"
"225","ACVRL1","cluster_000250","#7D6F84","ACVRL1","ACVRL1","Cell-Cell Junction Assembly ","4/71","CDH5;CLDN5;RAMP2;DCHS1",1.74307438523011e-06,0.000641451373764681,"GO:0007043"
"226","ACY1","cluster_000276","#92549C","ACY1","ACY1","Positive Regulation Of Nitrogen Compound Metabolic Process ","2/33","WFS1;KLF2",0.000712285526811214,0.0986596011543697,"GO:0051173"
"227","ACY3","cluster_000288","#9D5099","ACY3","ACY3","Epithelial To Mesenchymal Transition ","2/47","FOXF2;HGF",0.00144343149625669,0.116854309903876,"GO:0001837"
"228","ACYP1","cluster_000178","#4AA956","ACYP1","ACYP1","Negative Regulation Of Cyclin-Dependent Protein Serine/Threonine Kinase Activity ","2/19","INCA1;CDK5RAP1",0.00031846935205505,0.0223913244007432,"GO:0045736"
"229","ACYP2","cluster_000188","#4CAE4A","ACYP2","ACYP2","Regulation Of Neutrophil Migration ","2/8","MPP1;SLAMF8",5.26456172967687e-05,0.0163481856979941,"GO:1902622"
"230","ADA","cluster_000013","#CD262F","ADA","ADA","DNA-templated DNA Replication Maintenance Of Fidelity ","4/43","MCM9;ATRX;THOC1;ASF1A",3.36366566511097e-06,0.000696278792677971,"GO:0045005"
"231","ADA2","cluster_000471","#FEFD32","ADA2","ADA2","Cytokine-Mediated Signaling Pathway ","7/257","CXCL10;CXCL9;CXCL11;SOCS1;EBI3;CXCL13;IL12RB2",2.35471875613947e-09,2.94339844517434e-07,"GO:0019221"
"232","ADAL","cluster_000357","#E97421","ADAL","ADAL","Mitochondrial Outer Membrane Permeabilization ","1/7","RTL10",0.00767569624028282,0.166540652340798,"GO:0097345"
"233","ADAM10","cluster_000326","#C76457","ADAM10","ADAM10","Regulation Of Erythrocyte Differentiation ","2/36","BRD1;ZFPM1",0.000778233041829147,0.0706736737162541,"GO:0045646"
"234","ADAM11","cluster_000370","#F77B0B","ADAM11","ADAM11","Ceramide Biosynthetic Process ","2/42","CERS3;ST6GALNAC5",0.000968324347623737,0.0855740229230727,"GO:0046513"
"235","ADAM12","cluster_000380","#FF8301","ADAM12","ADAM12","Protein Localization To Non-Motile Cilium ","1/5","SPATA7",0.00523943997247116,0.0715302543700838,"GO:0097499"
"236","ADAM15","cluster_000103","#3882AE","ADAM15","ADAM15","Organelle Membrane Fusion ","2/26","SYT11;STX6",0.000786913806034086,0.112461450856341,"GO:0090174"
"237","ADAM17","cluster_000080","#526E9F","ADAM17","ADAM17","Establishment Of Epithelial Cell Apical/Basal Polarity ","2/10","RAP2A;MSN",0.000125153547099018,0.0245712162241628,"GO:0045198"
"238","ADAM18","cluster_000215","#619362","ADAM18","ADAM18","Chromatin Organization ","5/268","SMARCE1;HMGN4;DAXX;DEK;SPTY2D1",2.63912719528664e-05,0.00683533943579239,"GO:0006325"
"239","ADAM19","cluster_000197","#53A651","ADAM19","ADAM19","Ganglioside Metabolic Process ","2/19","HEXB;B4GALNT1",0.000295888922652129,0.0405367824033417,"GO:0001573"
"240","ADAM1A","cluster_000333","#CF684B","ADAM1A","ADAM1A","Positive Regulation Of Transcription By RNA Polymerase II ","5/938","COPS5;RPRD1B;BRD8;SMAD5;MED7",0.00372819918580663,0.0969917719808627,"GO:0045944"
"241","ADAM2","cluster_000004","#DE1D20","ADAM2","ADAM2","Chromatin Remodeling ","8/228","DR1;HDAC1;HP1BP3;MTF2;GLMN;ZBTB1;SMARCA5;MYSM1",4.77177147491703e-06,0.00228676564985312,"GO:0006338"
"242","ADAM20","cluster_000066","#6C5F88","ADAM20","ADAM20","Cilium Assembly ","12/243","DYNC2H1;IFT88;IFT140;IFT81;DNAAF1;TCTN1;WDR19;BBS9;CFAP46;CFAP43;WDR35;ENKD1",5.1351322748735e-15,6.77837460283301e-13,"GO:0060271"
"243","ADAM20P1","cluster_000066","#6C5F88","ADAM20P1","ADAM20P1","Cilium Assembly ","12/243","DYNC2H1;IFT88;IFT140;IFT81;DNAAF1;TCTN1;WDR19;BBS9;CFAP46;CFAP43;WDR35;ENKD1",5.1351322748735e-15,6.77837460283301e-13,"GO:0060271"
"244","ADAM21","cluster_000066","#6C5F88","ADAM21","ADAM21","Cilium Assembly ","12/243","DYNC2H1;IFT88;IFT140;IFT81;DNAAF1;TCTN1;WDR19;BBS9;CFAP46;CFAP43;WDR35;ENKD1",5.1351322748735e-15,6.77837460283301e-13,"GO:0060271"
"245","ADAM22","cluster_000379","#FF8201","ADAM22","ADAM22","Protein Localization To Non-Motile Cilium ","1/5","SPATA7",0.00523943997247116,0.0715302543700838,"GO:0097499"
"246","ADAM23","cluster_000380","#FF8301","ADAM23","ADAM23","Protein Localization To Non-Motile Cilium ","1/5","SPATA7",0.00523943997247116,0.0715302543700838,"GO:0097499"
"247","ADAM28","cluster_000483","#F3E831","ADAM28","ADAM28","Granulocyte Migration ","2/9","GP2;UMOD",3.06580619199429e-05,0.00741925098462618,"GO:0097530"
"248","ADAM32","cluster_000045","#924865","ADAM32","ADAM32","Vitamin A Metabolic Process ","2/6","KDM5A;ARID4A",5.53015772757396e-05,0.0141572037825893,"GO:0006776"
"249","ADAM33","cluster_000391","#FF9207","ADAM33","ADAM33","Regulation Of Golgi Organization ","2/16","USP6NL;ARMH3",0.000124888973203725,0.0217306813374482,"GO:1903358"
"250","ADAM7","cluster_000383","#FF8703","ADAM7","ADAM7","Negative Regulation Of Glycogen Biosynthetic Process ","1/5","PASK",0.00523943997247116,0.0990728165275384,"GO:0045719"
"251","ADAM8","cluster_000169","#48A461","ADAM8","ADAM8","Cellular Response To Virus ","3/64","IRF3;RRP1B;TYK2",0.000107599898563184,0.0243175770752796,"GO:0098586"
"252","ADAM9","cluster_000589","#BB614F","ADAM9","ADAM9","Central Nervous System Development ","3/283","MYRF;TBC1D23;PBX1",0.00136941226989826,0.0772303918610819,"GO:0007417"
"253","ADAMDEC1","cluster_000309","#B45B75","ADAMDEC1","ADAMDEC1","Immune Response-Regulating Cell Surface Receptor Signaling Pathway ","3/13","LYN;FGR;LILRB1",3.77056821764453e-07,0.00014478981955755,"GO:0002768"
"254","ADAMTS1","cluster_000311","#B75C71","ADAMTS1","ADAMTS1","Immune Response-Regulating Cell Surface Receptor Signaling Pathway ","3/13","LYN;FGR;LILRB1",3.77056821764453e-07,0.00014478981955755,"GO:0002768"
